4.5914e+05,7.5242e+06
4.6159e+05,7.549e+06
4.6204e+05,7.5493e+06
4.6204e+05,7.5493e+06
4.6213e+05,7.5494e+06
4.622e+05,7.5474e+06
4.6224e+05,7.5473e+06
4.641e+05,7.541e+06
4.6411e+05,7.541e+06
4.642e+05,7.541e+06
4.642e+05,7.541e+06
4.6429e+05,7.5394e+06
4.6431e+05,7.5394e+06
4.6431e+05,7.5393e+06
4.6433e+05,7.5393e+06
4.6434e+05,7.5394e+06
4.6435e+05,7.5392e+06
4.6435e+05,7.5394e+06
4.6436e+05,7.5395e+06
4.6438e+05,7.5393e+06
4.6438e+05,7.5394e+06
4.6441e+05,7.5395e+06
4.6441e+05,7.5392e+06
4.6441e+05,7.5394e+06
4.6443e+05,7.5395e+06
4.6444e+05,7.5393e+06
4.6445e+05,7.5395e+06
4.6446e+05,7.5394e+06
4.6447e+05,7.5411e+06
4.6447e+05,7.5393e+06
4.6447e+05,7.5411e+06
4.6447e+05,7.5394e+06
4.6447e+05,7.5411e+06
4.6448e+05,7.5411e+06
4.6448e+05,7.5411e+06
4.6448e+05,7.5411e+06
4.6449e+05,7.5411e+06
4.6449e+05,7.5411e+06
4.6449e+05,7.5411e+06
4.6449e+05,7.5411e+06
4.6449e+05,7.5393e+06
4.6449e+05,7.5411e+06
4.6449e+05,7.5411e+06
4.645e+05,7.5411e+06
4.645e+05,7.5411e+06
4.645e+05,7.5411e+06
4.645e+05,7.5411e+06
4.645e+05,7.5411e+06
4.645e+05,7.5411e+06
4.645e+05,7.5394e+06
4.645e+05,7.5411e+06
4.645e+05,7.5411e+06
4.645e+05,7.5411e+06
4.6451e+05,7.541e+06
4.6451e+05,7.5411e+06
4.6451e+05,7.5411e+06
4.6451e+05,7.5393e+06
4.6451e+05,7.5411e+06
4.6451e+05,7.5411e+06
4.6451e+05,7.5411e+06
4.6451e+05,7.5411e+06
4.6451e+05,7.541e+06
4.6451e+05,7.5411e+06
4.6451e+05,7.5411e+06
4.6452e+05,7.5411e+06
4.6452e+05,7.5411e+06
4.6452e+05,7.5411e+06
4.6452e+05,7.5411e+06
4.6452e+05,7.5411e+06
4.6452e+05,7.541e+06
4.6452e+05,7.541e+06
4.6452e+05,7.5411e+06
4.6452e+05,7.5411e+06
4.6452e+05,7.5411e+06
4.6452e+05,7.5411e+06
4.6453e+05,7.5411e+06
4.6453e+05,7.541e+06
4.6453e+05,7.5411e+06
4.6453e+05,7.541e+06
4.6453e+05,7.5411e+06
4.6453e+05,7.5411e+06
4.6453e+05,7.5411e+06
4.6453e+05,7.5411e+06
4.6453e+05,7.5411e+06
4.6453e+05,7.5393e+06
4.6453e+05,7.5411e+06
4.6453e+05,7.5411e+06
4.6453e+05,7.541e+06
4.6453e+05,7.5411e+06
4.6453e+05,7.541e+06
4.6453e+05,7.5412e+06
4.6453e+05,7.541e+06
4.6454e+05,7.5411e+06
4.6454e+05,7.5411e+06
4.6454e+05,7.5411e+06
4.6454e+05,7.5411e+06
4.6454e+05,7.5411e+06
4.6454e+05,7.541e+06
4.6454e+05,7.5411e+06
4.6454e+05,7.541e+06
4.6454e+05,7.5411e+06
4.6454e+05,7.5411e+06
4.6454e+05,7.541e+06
4.6454e+05,7.5412e+06
4.6454e+05,7.5411e+06
4.6454e+05,7.5411e+06
4.6454e+05,7.5411e+06
4.6455e+05,7.5411e+06
4.6455e+05,7.541e+06
4.6455e+05,7.5411e+06
4.6455e+05,7.541e+06
4.6455e+05,7.5411e+06
4.6455e+05,7.541e+06
4.6455e+05,7.5411e+06
4.6455e+05,7.541e+06
4.6455e+05,7.5411e+06
4.6455e+05,7.5411e+06
4.6455e+05,7.5411e+06
4.6455e+05,7.5411e+06
4.6455e+05,7.541e+06
4.6455e+05,7.5411e+06
4.6455e+05,7.541e+06
4.6455e+05,7.5411e+06
4.6455e+05,7.541e+06
4.6456e+05,7.5411e+06
4.6456e+05,7.541e+06
4.6456e+05,7.541e+06
4.6456e+05,7.5411e+06
4.6456e+05,7.5411e+06
4.6456e+05,7.5411e+06
4.6456e+05,7.541e+06
4.6456e+05,7.5411e+06
4.6456e+05,7.541e+06
4.6456e+05,7.5411e+06
4.6456e+05,7.541e+06
4.6456e+05,7.5411e+06
4.6456e+05,7.541e+06
4.6456e+05,7.5411e+06
4.6456e+05,7.5411e+06
4.6457e+05,7.5411e+06
4.6457e+05,7.5411e+06
4.6457e+05,7.5411e+06
4.6457e+05,7.541e+06
4.6457e+05,7.5411e+06
4.6457e+05,7.541e+06
4.6457e+05,7.541e+06
4.6457e+05,7.541e+06
4.6457e+05,7.5411e+06
4.6457e+05,7.5411e+06
4.6457e+05,7.5411e+06
4.6457e+05,7.5411e+06
4.6457e+05,7.541e+06
4.6458e+05,7.5411e+06
4.6458e+05,7.541e+06
4.6458e+05,7.541e+06
4.6458e+05,7.5411e+06
4.6458e+05,7.5411e+06
4.6458e+05,7.5411e+06
4.6458e+05,7.5411e+06
4.6458e+05,7.5411e+06
4.6458e+05,7.541e+06
4.6458e+05,7.541e+06
4.6458e+05,7.541e+06
4.6459e+05,7.5411e+06
4.6459e+05,7.5411e+06
4.6459e+05,7.5411e+06
4.6459e+05,7.5411e+06
4.6459e+05,7.541e+06
4.6459e+05,7.541e+06
4.6459e+05,7.5411e+06
4.6459e+05,7.5411e+06
4.6459e+05,7.5411e+06
4.6459e+05,7.5411e+06
4.646e+05,7.541e+06
4.646e+05,7.541e+06
4.646e+05,7.5411e+06
4.646e+05,7.5411e+06
4.646e+05,7.5411e+06
4.646e+05,7.541e+06
4.6461e+05,7.5411e+06
4.6461e+05,7.5411e+06
4.6461e+05,7.5411e+06
4.6461e+05,7.541e+06
4.6461e+05,7.5411e+06
4.6461e+05,7.5411e+06
4.6462e+05,7.5411e+06
4.6462e+05,7.5411e+06
4.6463e+05,7.5411e+06
