0,464,537,139,53,35,294,1151,236,211,94,11,183,58,723,191,155,57,30,13,75,503,118,19,106,14,10,0,29,22,7,29,2,14,13,0,0,0,10,57,1.038,1.04,0.03,0.00285,0.0029857,0.3333,0,0,0.1111,0,0,0.2222,0.1111,0,0.2222,0.5556,0,0,0,0.1111,0.1111,0,0,0,0.2222,1015.2,971.64,181.74,5.6843,3.0351,0,0.1111,0.1111,0.1111,0,0.5556,0.1111,0,0,0,0,0.2222,0.1111,0,0.2222,0.2222,0.2222,0,0,0,295.07,-0.0001,2.3657,0.0171,0.0347
0,328,404,107,38,36,211,848,392,475,162,19,432,173,1480,37,26,11,6,11,21,123,90,12,88,30,21,0,21,14,6,31,19,3,3,0,0,0,10,54,0.795,0.79,0.1,0.0027375,0.0019719,0,0,0,0.1111,0,0.5556,0.3333,0,0,0,0.1111,0,0,0,0,0.5556,0.2222,0.1111,0,0,127.16,143.07,47.07,2.1023,1.9621,0,0,0,0,0.2222,0.3333,0,0.3333,0.1111,0,0,0,0,0,0.2222,0.2222,0.1111,0,0.4444,0,257.99,-0.0002,0.7365,0.0088,0.0347
1,182,219,56,21,36,116,437,108,128,44,5,115,46,365,46,60,22,12,6,17,193,74,8,62,7,5,0,11,8,2,17,10,5,5,0,0,0,6,23,0.245,0.28,0.13,0.0032875,0.00070597,0,0,0,0,0,0.2222,0.5556,0.1111,0,0.1111,0,0,0,0,0,0.2222,0.2222,0.3333,0.1111,0.1111,907.19,627.74,199.7,19.445,8.6121,0,0,0.2222,0,0.4444,0.3333,0,0,0,0,0,0,0.2222,0.3333,0.4444,0,0,0,0,0,254.19,-0.0003,2.9106,0.0671,-4.1155
0,206,268,64,27,24,145,564,253,329,112,16,315,107,988,173,190,63,31,21,49,556,180,15,109,19,14,0,14,12,1,24,6,14,11,3,0,0,9,47,0.245,0.28,0.13,0.0032875,0.00070597,0,0,0,0,0,0.2222,0.5556,0.1111,0,0.1111,0,0,0,0,0,0.2222,0.2222,0.3333,0.1111,0.1111,907.19,627.74,199.7,19.445,8.6121,0,0,0.2222,0,0.4444,0.3333,0,0,0,0,0,0,0.2222,0.3333,0.4444,0,0,0,0,0,253.84,0.0004,3.0498,0.0658,-4.3973
0,99,114,30,10,26,58,232,265,230,95,11,150,97,831,39,28,11,7,11,23,131,97,11,79,16,13,0,6,3,2,22,9,3,3,0,0,0,7,25,0.424,0.44,0.11,0.0037375,0.0022538,0,0,0,0,0.2222,0.3333,0.4444,0,0,0,0,0,0,0,0.1111,0.5556,0.1111,0.2222,0,0,132.78,196.74,80.36,10.212,7.0215,0.1111,0,0,0,0.1111,0.3333,0.1111,0.1111,0.1111,0.1111,0.1111,0,0,0,0.1111,0,0,0.3333,0.2222,0.2222,257.65,-0.0001,2.0997,0.0303,-0.933
0,384,465,114,47,45,272,974,157,102,51,7,48,42,442,172,159,53,26,6,56,502,183,20,119,9,8,0,24,19,3,23,4,13,13,0,0,0,10,46,0.657,0.67,0.08,0.0024125,0.0031023,0,0,0,0.1111,0.2222,0.3333,0.2222,0.1111,0,0,0,0,0,0.3333,0.1111,0.2222,0.1111,0.1111,0.1111,0,5.557,7.81,6.76,0.68051,0.58373,0,0,0,0,0,0.4444,0.5556,0,0,0,0,0,0,0,0,0.2222,0.3333,0.4444,0,0,263.46,-0,3.3676,0.0259,-1.47
0,232,278,66,31,59,174,599,43,38,16,2,4,13,153,0,0,0,0,0,0,0,16,3,19,3,3,0,15,13,0,8,1,0,0,0,0,0,1,18,0.622,0.64,0.09,0.00225,0.0014172,0,0,0,0.1111,0.2222,0.2222,0.2222,0.1111,0,0.1111,0,0,0,0.1111,0.2222,0.2222,0.1111,0,0.2222,0.1111,6.229,7.67,3.37,0.54105,0.48328,0,0,0,0,0,0.1111,0.8889,0,0,0,0,0,0,0,0,0,0.3333,0.6667,0,0,264.07,-0.0001,2.9531,0.0215,-0.1728
0,1361,1640,456,142,103,723,3239,215,171,77,10,86,57,704,0,0,0,0,0,0,0,203,24,141,14,12,0,83,60,21,29,5,0,0,0,0,0,14,97,1,0.98,0.03,0.00125,0.00084684,0,0,0,0,0.1111,0.4444,0.2222,0,0.1111,0.1111,0,0,0,0,0,0.4444,0.5556,0,0,0,989.16,1000.2,36.07,3.0997,3.1608,0,0,0,0,0,0.3333,0.3333,0.2222,0.1111,0,0,0,0,0,0,0.1111,0.2222,0.4444,0.2222,0,290.28,-0.0006,2.7972,0.1487,10.182
0,1361,1640,456,142,103,723,3239,215,171,77,10,86,57,704,0,0,0,0,0,0,0,203,24,141,14,12,0,83,60,21,29,5,0,0,0,0,0,14,97,1,0.98,0.03,0.00125,0.00084684,0,0,0,0,0.1111,0.4444,0.2222,0,0.1111,0.1111,0,0,0,0,0,0.4444,0.5556,0,0,0,989.16,1000.2,36.07,3.0997,3.1608,0,0,0,0,0,0.3333,0.3333,0.2222,0.1111,0,0,0,0,0,0,0.1111,0.2222,0.4444,0.2222,0,290.28,-0.0006,2.7972,0.1487,10.182
0,1352,1648,460,145,104,715,3324,273,192,93,12,75,65,808,0,0,0,0,0,0,0,198,25,142,16,14,0,85,60,22,29,5,0,0,0,0,0,14,101,0.948,0.97,0.05,0.0010375,0.00063906,0,0,0,0,0,0.6667,0.3333,0,0,0,0,0,0,0,0.1111,0.3333,0.5556,0,0,0,1020.1,1009.2,36.22,3.5529,4.604,0,0,0,0.1111,0.2222,0.3333,0.1111,0.1111,0.1111,0,0,0,0,0.2222,0.1111,0.3333,0,0.3333,0,0,294.45,0.0003,2.0202,0.1524,14.077
